"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Mar 08 09:50:38 GMT 2023","Wed Mar 08 09:50:39 GMT 2023","966","webkit","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Wed Mar 08 09:48:35 GMT 2023","Wed Mar 08 09:48:35 GMT 2023","560","chromium","example.spec.ts","","","","has title",""
"failed","Wed Mar 08 09:50:14 GMT 2023","Wed Mar 08 09:50:15 GMT 2023","965","webkit","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"failed","Wed Mar 08 09:50:30 GMT 2023","Wed Mar 08 09:50:31 GMT 2023","989","webkit","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Wed Mar 08 09:48:47 GMT 2023","Wed Mar 08 09:48:55 GMT 2023","7246","firefox","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"failed","Wed Mar 08 09:51:10 GMT 2023","Wed Mar 08 09:51:11 GMT 2023","984","webkit","example.spec.ts","","","","has title",""
"passed","Wed Mar 08 09:48:25 GMT 2023","Wed Mar 08 09:48:25 GMT 2023","529","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Wed Mar 08 09:49:14 GMT 2023","Wed Mar 08 09:49:14 GMT 2023","796","firefox","example.spec.ts","","","","has title",""
"failed","Wed Mar 08 09:51:02 GMT 2023","Wed Mar 08 09:51:03 GMT 2023","965","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Wed Mar 08 09:48:34 GMT 2023","Wed Mar 08 09:48:34 GMT 2023","578","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"failed","Wed Mar 08 09:50:22 GMT 2023","Wed Mar 08 09:50:23 GMT 2023","967","webkit","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Wed Mar 08 09:48:27 GMT 2023","Wed Mar 08 09:48:27 GMT 2023","516","chromium","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"failed","Wed Mar 08 09:51:06 GMT 2023","Wed Mar 08 09:51:07 GMT 2023","971","webkit","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Wed Mar 08 09:48:32 GMT 2023","Wed Mar 08 09:48:32 GMT 2023","511","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"failed","Wed Mar 08 09:49:57 GMT 2023","Wed Mar 08 09:49:58 GMT 2023","967","webkit","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"failed","Wed Mar 08 09:51:22 GMT 2023","Wed Mar 08 09:51:23 GMT 2023","972","webkit","github-search.test.ts","GitHub - Search Result","","","should verify ""We couldn’t find any repositories"" message, after entering invalid keyword",""
"passed","Wed Mar 08 09:48:59 GMT 2023","Wed Mar 08 09:49:00 GMT 2023","960","firefox","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Wed Mar 08 09:48:23 GMT 2023","Wed Mar 08 09:48:24 GMT 2023","344","chromium","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"failed","Wed Mar 08 09:50:10 GMT 2023","Wed Mar 08 09:50:11 GMT 2023","973","webkit","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"failed","Wed Mar 08 09:50:26 GMT 2023","Wed Mar 08 09:50:27 GMT 2023","960","webkit","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Wed Mar 08 09:48:30 GMT 2023","Wed Mar 08 09:48:31 GMT 2023","434","chromium","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"failed","Wed Mar 08 09:50:34 GMT 2023","Wed Mar 08 09:50:35 GMT 2023","966","webkit","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Wed Mar 08 09:48:30 GMT 2023","Wed Mar 08 09:48:30 GMT 2023","397","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Wed Mar 08 09:49:05 GMT 2023","Wed Mar 08 09:49:06 GMT 2023","843","firefox","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"failed","Wed Mar 08 09:49:37 GMT 2023","Wed Mar 08 09:49:38 GMT 2023","967","webkit","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Wed Mar 08 09:48:56 GMT 2023","Wed Mar 08 09:48:57 GMT 2023","724","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Wed Mar 08 09:49:13 GMT 2023","Wed Mar 08 09:49:14 GMT 2023","784","firefox","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Wed Mar 08 09:48:29 GMT 2023","Wed Mar 08 09:48:30 GMT 2023","465","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"failed","Wed Mar 08 09:51:14 GMT 2023","Wed Mar 08 09:51:15 GMT 2023","971","webkit","example.spec.ts","","","","get started link",""
"passed","Wed Mar 08 09:48:28 GMT 2023","Wed Mar 08 09:48:29 GMT 2023","515","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"failed","Wed Mar 08 09:51:18 GMT 2023","Wed Mar 08 09:51:19 GMT 2023","988","webkit","github-search.test.ts","GitHub - Search Result","","","should verify search result with valid repository name",""
"failed","Wed Mar 08 09:50:46 GMT 2023","Wed Mar 08 09:50:47 GMT 2023","967","webkit","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Wed Mar 08 09:49:04 GMT 2023","Wed Mar 08 09:49:05 GMT 2023","818","firefox","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Wed Mar 08 09:48:55 GMT 2023","Wed Mar 08 09:48:55 GMT 2023","586","firefox","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Wed Mar 08 09:48:29 GMT 2023","Wed Mar 08 09:48:29 GMT 2023","483","chromium","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Wed Mar 08 09:49:06 GMT 2023","Wed Mar 08 09:49:06 GMT 2023","788","firefox","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Wed Mar 08 09:49:03 GMT 2023","Wed Mar 08 09:49:04 GMT 2023","753","firefox","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"failed","Wed Mar 08 09:49:26 GMT 2023","Wed Mar 08 09:49:30 GMT 2023","3594","firefox","github-search.test.ts","GitHub - Search Result","","","should verify ""We couldn’t find any repositories"" message, after entering invalid keyword",""
"passed","Wed Mar 08 09:48:34 GMT 2023","Wed Mar 08 09:48:35 GMT 2023","498","chromium","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Wed Mar 08 09:48:22 GMT 2023","Wed Mar 08 09:48:23 GMT 2023","1733","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"failed","Wed Mar 08 09:49:45 GMT 2023","Wed Mar 08 09:49:46 GMT 2023","994","webkit","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Wed Mar 08 09:48:33 GMT 2023","Wed Mar 08 09:48:33 GMT 2023","599","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"failed","Wed Mar 08 09:49:49 GMT 2023","Wed Mar 08 09:49:50 GMT 2023","979","webkit","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"failed","Wed Mar 08 09:50:50 GMT 2023","Wed Mar 08 09:50:51 GMT 2023","968","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Wed Mar 08 09:48:57 GMT 2023","Wed Mar 08 09:48:57 GMT 2023","775","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Wed Mar 08 09:48:24 GMT 2023","Wed Mar 08 09:48:24 GMT 2023","452","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"failed","Wed Mar 08 09:48:45 GMT 2023","Wed Mar 08 09:48:47 GMT 2023","2212","chromium","github-search.test.ts","GitHub - Search Result","","","should verify ""We couldn’t find any repositories"" message, after entering invalid keyword",""
"passed","Wed Mar 08 09:48:33 GMT 2023","Wed Mar 08 09:48:34 GMT 2023","467","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"failed","Wed Mar 08 09:49:33 GMT 2023","Wed Mar 08 09:49:34 GMT 2023","959","webkit","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"failed","Wed Mar 08 09:50:06 GMT 2023","Wed Mar 08 09:50:07 GMT 2023","959","webkit","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Wed Mar 08 09:48:32 GMT 2023","Wed Mar 08 09:48:33 GMT 2023","500","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Wed Mar 08 09:48:26 GMT 2023","Wed Mar 08 09:48:26 GMT 2023","495","chromium","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Wed Mar 08 09:48:31 GMT 2023","Wed Mar 08 09:48:31 GMT 2023","496","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"failed","Wed Mar 08 09:50:42 GMT 2023","Wed Mar 08 09:50:43 GMT 2023","958","webkit","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"failed","Wed Mar 08 09:49:41 GMT 2023","Wed Mar 08 09:49:42 GMT 2023","973","webkit","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Wed Mar 08 09:48:35 GMT 2023","Wed Mar 08 09:48:36 GMT 2023","694","chromium","example.spec.ts","","","","get started link",""
"passed","Wed Mar 08 09:49:01 GMT 2023","Wed Mar 08 09:49:02 GMT 2023","752","firefox","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Wed Mar 08 09:48:26 GMT 2023","Wed Mar 08 09:48:27 GMT 2023","497","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Wed Mar 08 09:49:06 GMT 2023","Wed Mar 08 09:49:07 GMT 2023","841","firefox","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"failed","Wed Mar 08 09:49:53 GMT 2023","Wed Mar 08 09:49:54 GMT 2023","970","webkit","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Wed Mar 08 09:49:16 GMT 2023","Wed Mar 08 09:49:18 GMT 2023","2194","firefox","github-search.test.ts","GitHub - Search Result","","","should verify search result with valid repository name",""
"passed","Wed Mar 08 09:48:28 GMT 2023","Wed Mar 08 09:48:28 GMT 2023","482","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Wed Mar 08 09:49:14 GMT 2023","Wed Mar 08 09:49:16 GMT 2023","1032","firefox","example.spec.ts","","","","get started link",""
"failed","Wed Mar 08 09:50:58 GMT 2023","Wed Mar 08 09:50:59 GMT 2023","970","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Wed Mar 08 09:49:11 GMT 2023","Wed Mar 08 09:49:12 GMT 2023","1052","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Wed Mar 08 09:49:02 GMT 2023","Wed Mar 08 09:49:03 GMT 2023","746","firefox","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Wed Mar 08 09:48:36 GMT 2023","Wed Mar 08 09:48:39 GMT 2023","2683","chromium","github-search.test.ts","GitHub - Search Result","","","should verify search result with valid repository name",""
"passed","Wed Mar 08 09:48:55 GMT 2023","Wed Mar 08 09:48:56 GMT 2023","709","firefox","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Wed Mar 08 09:49:07 GMT 2023","Wed Mar 08 09:49:08 GMT 2023","791","firefox","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Wed Mar 08 09:48:27 GMT 2023","Wed Mar 08 09:48:28 GMT 2023","481","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"failed","Wed Mar 08 09:50:54 GMT 2023","Wed Mar 08 09:50:55 GMT 2023","961","webkit","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Wed Mar 08 09:48:24 GMT 2023","Wed Mar 08 09:48:25 GMT 2023","484","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Wed Mar 08 09:48:58 GMT 2023","Wed Mar 08 09:48:59 GMT 2023","786","firefox","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Wed Mar 08 09:49:10 GMT 2023","Wed Mar 08 09:49:11 GMT 2023","1074","firefox","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Wed Mar 08 09:48:25 GMT 2023","Wed Mar 08 09:48:26 GMT 2023","568","chromium","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Wed Mar 08 09:48:57 GMT 2023","Wed Mar 08 09:48:58 GMT 2023","832","firefox","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Wed Mar 08 09:49:00 GMT 2023","Wed Mar 08 09:49:01 GMT 2023","851","firefox","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"failed","Wed Mar 08 09:50:02 GMT 2023","Wed Mar 08 09:50:03 GMT 2023","981","webkit","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Wed Mar 08 09:49:08 GMT 2023","Wed Mar 08 09:49:09 GMT 2023","917","firefox","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"failed","Wed Mar 08 09:50:18 GMT 2023","Wed Mar 08 09:50:19 GMT 2023","969","webkit","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Wed Mar 08 09:49:02 GMT 2023","Wed Mar 08 09:49:02 GMT 2023","769","firefox","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Wed Mar 08 09:48:31 GMT 2023","Wed Mar 08 09:48:32 GMT 2023","468","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Wed Mar 08 09:49:12 GMT 2023","Wed Mar 08 09:49:13 GMT 2023","1024","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Wed Mar 08 09:49:09 GMT 2023","Wed Mar 08 09:49:10 GMT 2023","842","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
